user_id,book_id,rating
3040,4091,4
47265,2300,5
24630,292,4
46604,20,3
21899,9966,3
6108,4358,4
32366,1054,3
31565,1151,4
37008,8750,4
18032,4308,4
29497,3301,3
53282,204,5
10761,136,2
46663,428,5
42509,2276,3
4082,331,5
28151,4518,4
31903,1878,2
46401,59,4
23901,60,4
44476,4137,4
42119,2120,5
14113,7015,5
23077,1622,5
23528,670,2
21785,184,5
43156,2461,4
36873,217,5
15306,4969,3
23546,1362,4
3002,5961,5
48124,4461,4
1100,3178,4
24169,2730,3
39916,1031,4
53342,819,5
26624,146,5
26592,2489,5
31063,2440,2
49662,32,3
5050,292,4
50895,2403,3
53371,112,5
19340,241,3
43900,727,5
244,751,3
22818,76,5
50944,1513,5
5537,442,4
42433,265,3
53270,423,5
45916,18,5
4327,714,5
47318,40,3
32945,4450,4
16415,33,4
46781,886,4
15017,7566,5
48946,4015,5
12070,7119,2
27063,59,5
9382,820,4
21289,7005,4
4297,409,4
53185,767,4
41105,447,5
52289,199,4
22971,383,3
4529,9417,3
36358,8557,3
31485,648,5
26267,354,4
21343,267,3
47211,546,3
35183,826,5
37717,2274,5
7704,20,5
4895,2563,3
29393,654,4
26875,41,4
36764,88,2
30070,3289,5
25845,2264,3
38467,42,5
26574,2033,3
14893,1037,5
1577,98,3
13728,43,4
27609,677,5
46167,277,4
19059,2183,4
50456,963,3
49960,6568,5
39234,345,5
21153,726,4
34232,4700,5
1859,151,4
29570,1597,4
9113,1167,2
51837,2826,5
44171,2151,1
50451,805,3
9920,18,4
7954,1977,4
21669,1242,5
7424,908,3
31341,113,4
27328,1342,4
35344,6602,5
33253,379,4
742,50,5
35196,8106,4
29904,3433,4
10992,489,2
4657,932,4
3068,64,5
6937,3204,4
43759,171,5
42383,3705,5
47580,21,5
35758,7,2
51362,191,5
39615,294,5
24645,4,5
41241,539,3
38932,50,3
2242,8815,4
12698,2776,4
2324,967,3
44187,154,4
29735,4982,5
25635,4671,3
15178,117,4
40615,2284,4
14906,160,3
19167,1318,4
16984,2816,4
20750,213,4
21777,4212,5
13328,9180,3
47769,6121,5
51561,2068,2
35024,417,4
36722,1009,4
21297,8505,4
42430,92,4
50508,507,5
7574,2184,4
23044,2490,2
19367,2081,5
42089,2770,3
11260,94,5
52577,519,4
43832,431,5
7798,101,4
30769,6746,4
15402,5903,4
1946,16,4
23924,1323,3
3447,4085,2
2851,168,5
11835,2440,3
31087,2940,5
36999,1034,5
5322,1092,4
46067,39,4
19947,898,4
38115,3874,3
15082,3128,1
20242,3560,3
8148,321,4
35839,2607,4
856,3474,3
30565,5400,5
29200,385,4
17924,2125,3
38119,1584,3
8884,2654,3
8207,342,4
22101,3745,4
3332,3381,4
34173,816,3
40490,241,4
44924,4,3
1074,158,4
19784,706,4
2288,265,5
39748,385,4
24327,359,5
29636,1800,5
4942,264,4
47761,3716,4
8118,359,4
26792,57,5
47209,274,4
50932,5396,5
41493,1425,5
48351,1600,4
17653,4550,5
9805,1411,4
31699,1302,5
47254,390,2
49223,533,3
13802,1745,3
13371,46,3
1800,6496,3
11938,5146,4
33825,2440,3
22936,47,5
2154,1023,3
15462,3764,3
19792,7809,4
21176,21,4
8109,149,3
34143,1456,2
20151,3052,5
19976,57,1
1606,309,1
7434,111,3
5515,288,3
20213,130,5
22121,1182,4
15133,110,5
41517,2034,5
39433,5967,3
18610,3637,5
40046,6800,5
26103,2354,5
32710,72,3
9315,1517,3
1192,437,3
12404,736,2
8706,111,5
39603,3977,3
28783,1235,3
31179,247,2
2166,274,4
38954,863,5
38595,294,5
33798,377,5
42925,572,5
24930,3574,1
24353,556,3
28314,7747,3
49963,78,4
38203,150,3
13265,6673,3
41734,108,5
31472,1551,4
3412,28,5
15939,80,4
7573,2087,4
5974,198,5
36698,2083,4
6390,2786,3
37277,540,5
26212,1081,5
21275,3492,5
12905,839,5
11300,1653,5
32907,5039,3
38295,1052,4
20864,839,4
12321,16,2
39285,465,5
38203,4412,3
37036,30,3
40167,1673,5
32219,1076,4
16600,9,5
28821,2147,1
47321,30,4
7381,92,5
33941,6285,5
42485,4091,5
43151,7201,4
15623,164,4
4072,599,4
40641,522,5
18469,4654,4
29917,884,3
22008,293,4
22989,2430,3
34450,668,4
47686,1599,4
44807,4048,3
46270,1525,5
29439,1040,3
25352,3326,4
33183,1120,5
47401,125,4
19397,628,3
26407,5993,5
37375,203,4
20057,232,3
51228,987,4
29277,3990,1
28810,1153,5
34119,1513,4
5814,6600,5
11597,2025,3
31864,55,4
47500,260,4
15375,6009,5
22296,7016,4
11321,492,5
26942,17,3
34259,5201,3
21416,2677,4
52099,540,5
11955,2229,5
12559,65,5
36559,192,3
20695,488,4
42853,3043,5
52943,243,3
51100,3704,4
18214,279,3
49763,2943,3
3332,199,3
23508,136,5
25002,2170,4
42082,468,4
2429,6157,4
20923,523,4
21319,3953,5
381,637,5
51467,54,4
39473,108,4
13562,159,5
33296,6436,4
27564,9578,5
9067,9386,3
22254,37,3
2061,1691,2
33641,3852,5
6639,182,4
25693,134,2
41565,6641,5
35143,1216,5
53224,663,4
9618,603,4
11931,6875,3
16694,4633,4
35757,56,5
50566,351,5
6840,654,3
32735,5776,3
10330,2614,5
2633,4592,4
43605,264,4
15989,1668,4
8066,581,4
1529,715,3
43402,138,2
33396,2960,5
51361,6,4
14788,11,5
28055,258,1
17497,7354,5
11847,1275,5
24314,757,5
19568,1374,2
31052,4390,3
49752,6993,5
47398,2096,5
21944,27,5
30189,99,2
25437,4291,3
6517,1115,3
16976,541,3
2829,397,5
51700,1080,5
6503,4374,4
27856,144,4
4006,4530,1
34356,97,3
52291,95,4
9594,2923,4
4581,782,4
27144,9344,4
6973,1454,2
41852,1687,3
8169,91,4
33557,1204,4
11412,176,3
48326,140,4
45193,5010,4
15293,1014,5
49660,263,1
17922,82,2
41955,6501,2
17243,238,4
37973,1252,3
37058,5491,4
9983,88,3
34443,6319,4
32346,229,4
51668,2855,4
49092,338,4
47900,4,4
9438,248,4
52405,680,4
8216,731,3
7791,784,5
5663,461,1
31921,125,3
28598,252,3
28599,3160,5
7381,1311,3
18273,2,3
32190,56,5
33317,194,5
38572,2395,5
19232,5683,5
26643,1681,3
24572,905,5
3140,1060,5
15838,958,5
1609,5751,3
50997,325,1
1934,3475,4
48936,347,4
4683,2242,3
45211,43,5
45870,2739,5
16848,764,5
46591,8871,3
46614,7,3
14607,70,5
41436,3186,4
48477,30,5
34761,9810,4
36082,1261,4
31334,1906,5
12307,761,4
53351,393,5
42776,204,4
4104,476,4
28960,6865,3
17165,3550,1
34226,5806,2
19266,876,5
29455,911,2
11990,437,4
33065,273,3
48282,488,3
24114,2481,4
8585,105,4
52307,5699,5
38286,98,5
25266,9799,5
28108,87,5
36516,171,5
2961,2607,3
50891,75,4
35304,1808,5
14968,39,5
3488,342,1
40681,3871,5
32378,4463,5
17800,1238,3
43956,251,5
24823,21,5
1084,1660,4
9579,375,4
17261,59,3
11421,769,5
46697,23,4
26223,1581,4
17049,46,3
20341,9069,3
51991,2006,5
47195,2150,2
29453,791,4
8797,1916,4
23486,4441,5
52567,171,5
35864,3506,5
33326,1452,3
40354,48,5
14739,399,3
33486,1848,2
19847,1796,4
48251,2605,4
18533,388,1
41128,30,5
5818,1388,3
22262,1908,5
8621,1243,5
11926,7932,5
27961,272,4
38316,15,5
44068,1610,4
14058,1532,5
45525,22,5
10820,93,3
39384,1746,5
2066,419,4
20477,604,5
45915,48,4
7966,578,3
23711,798,3
23109,177,4
27878,667,5
12933,712,4
52005,2994,4
17936,56,1
25030,18,3
46845,2485,5
36308,715,3
13031,5422,5
9004,339,4
7080,986,3
21012,388,5
44966,224,3
46447,5476,4
16762,1729,5
9863,145,4
52314,708,4
51062,1729,4
4318,2863,3
45139,54,4
2020,208,3
51484,1024,5
52125,9094,5
47148,8942,4
36633,6502,4
17057,2689,5
31322,2,5
469,4996,3
40061,74,5
28790,7437,4
22053,1326,4
29661,7074,3
47166,775,1
4800,387,3
3317,638,4
16822,3096,5
2285,175,3
33869,1073,4
31029,7043,4
15844,88,4
7150,23,5
25221,7365,4
4646,930,3
47239,39,4
3998,3961,3
4922,482,5
23811,20,5
30816,3179,4
42406,611,2
48167,2644,3
16340,364,3
46983,16,4
3267,17,5
50887,839,4
30169,591,3
52931,161,5
52205,82,5
1677,714,4
28762,363,5
18627,2259,5
25645,633,4
10576,259,3
18130,3938,4
33512,158,5
30647,191,5
24012,335,5
5302,1926,5
52310,1983,2
30766,1222,4
9052,5007,4
3415,66,5
4289,1815,4
18654,1033,4
27547,4178,4
36233,22,5
43125,5466,5
53362,227,3
45386,8376,4
3534,329,4
37092,1553,3
9134,1718,3
12589,5082,2
23760,2258,3
27527,576,3
16298,18,5
8287,7354,3
4057,11,4
45136,2969,4
45305,577,3
2997,9087,4
16820,603,3
10008,119,4
38213,1255,4
3377,2770,4
5029,1434,3
47811,556,5
1192,8314,2
19348,438,5
1392,467,4
20512,711,5
12708,208,4
31114,9868,2
26789,191,5
32401,44,4
14949,3334,2
49744,4409,5
11279,239,2
41628,252,5
47381,72,5
19363,58,5
3853,100,5
3008,170,4
23640,335,5
19554,231,5
11766,869,4
30000,45,4
3417,2,5
26523,561,4
1842,2558,3
15799,7380,4
33674,9894,3
29417,8770,5
25776,734,4
25566,511,5
22561,1234,5
28362,86,3
30170,308,3
17520,740,4
35164,5763,2
38042,2060,5
19668,436,2
35113,29,5
48627,7743,5
28917,4309,4
32699,7306,4
5849,2746,5
31201,321,5
49181,4175,4
22609,4988,4
3892,424,5
45532,5445,4
26651,17,5
10350,52,5
29333,1687,5
7584,7471,3
52740,4122,4
42344,147,4
18344,1467,4
17205,7103,5
17770,327,5
41092,6127,3
9140,801,4
40255,158,5
25146,4448,2
47036,96,3
1126,185,5
50532,3,2
2624,168,4
46742,735,5
47270,54,3
3488,110,4
2236,1693,5
5911,104,4
12072,9802,3
16462,12,4
52441,36,5
8194,5721,3
2889,119,3
41983,3087,3
39882,5969,3
9399,47,4
28756,94,4
15296,97,4
1009,1700,5
50472,196,3
15652,1232,4
14387,1965,3
2763,745,2
2287,2769,4
3798,4298,4
49219,1013,4
50523,1318,5
50128,13,5
21276,885,4
29132,578,5
20559,2219,2
17538,2422,4
9472,1888,4
29995,54,5
25581,145,4
6981,2060,5
26751,9948,3
343,304,4
20052,3100,4
48139,466,4
25152,523,2
23361,5379,4
50044,1895,5
36048,228,3
23775,392,5
169,2305,4
21756,447,4
30954,861,5
35253,137,2
19889,61,4
35232,2113,4
22017,13,5
15459,1697,3
16523,4396,5
37377,47,4
45811,5833,4
22061,440,4
1236,2257,4
15260,305,4
51059,3157,5
37162,1520,4
53316,1403,5
2527,5232,3
30547,160,3
51770,7336,5
44885,38,3
34763,237,4
7647,686,3
39378,38,2
2979,93,4
6542,4957,5
5854,160,2
31131,93,5
22585,879,3
499,46,1
25683,6367,5
31456,22,4
6964,148,4
41329,816,5
18319,80,4
22053,143,4
31678,309,3
42791,308,4
7553,4412,5
5039,287,3
28681,1896,3
39493,112,4
5026,2496,3
16149,135,5
42435,2159,4
26532,1249,4
46090,126,3
15271,4349,3
19554,1258,5
24587,1270,5
9194,413,5
37516,100,5
5439,39,4
31753,16,4
18707,302,3
47305,2335,5
27181,80,5
49074,2,5
3146,111,3
26644,69,4
13658,87,4
46568,328,5
28473,641,4
25834,1198,5
34801,1733,2
44843,2428,5
20026,3184,3
29640,3011,4
11395,410,3
17995,687,4
31972,1900,3
40549,240,5
53340,877,4
15157,1106,4
22515,1784,3
20425,2427,4
30781,3189,4
9103,122,3
18829,3727,3
29796,1316,5
51498,24,4
29322,193,3
4714,409,2
8907,751,4
43884,268,2
4942,1120,3
10082,3492,5
21021,8482,5
12251,154,4
41647,1176,5
41270,4584,4
50964,255,2
18569,6088,5
47183,958,5
265,115,5
48113,2941,3
20718,131,4
32568,743,1
46975,114,5
45371,1,4
47993,1770,5
41248,1106,3
52953,480,3
3518,26,3
48080,2868,4
46060,9357,5
52480,640,5
39318,1417,4
32888,4557,2
53362,1938,4
48734,1512,3
36593,116,5
47155,22,4
46893,1170,4
45246,21,5
39846,5308,4
5959,1279,4
11965,248,3
5629,3535,4
36548,876,4
37211,267,5
42441,694,4
42008,5931,4
17348,435,5
5686,160,4
33042,94,5
38423,286,5
26048,8022,5
20365,53,3
52975,69,5
9782,67,4
43586,5163,5
32888,5539,3
48347,384,4
28387,6243,3
13999,1028,3
36416,413,5
32625,661,3
47410,5937,3
7952,4824,4
38117,4041,1
43887,91,4
29386,531,3
36516,5872,5
44754,52,5
51112,7236,3
37697,550,5
26810,405,4
4715,324,4
12074,21,2
45713,83,5
3601,1874,4
45966,69,4
8929,1712,3
25245,175,4
43424,3973,5
39613,9850,5
13524,1062,3
37083,5999,4
3858,416,3
25675,4109,5
5903,43,4
18039,2,2
20017,89,5
38894,819,4
49869,840,5
14317,1,5
13625,14,4
10995,8378,3
6164,2876,3
30135,2750,3
14948,6144,5
8360,3147,5
35924,454,5
34852,8588,2
14427,9434,5
34744,14,5
514,276,3
21964,1295,4
5115,22,4
15529,572,3
44504,12,4
11904,8134,2
3343,1,5
29436,6310,4
17671,17,3
53416,2981,4
33970,4827,5
34288,1395,4
41237,1484,5
31051,2415,4
26765,173,5
26181,1420,5
18413,283,5
44563,703,5
40742,119,4
32538,147,4
6055,1057,4
13438,903,4
3977,925,4
10509,476,4
8790,99,5
31740,3173,5
1036,6880,5
36037,277,5
47487,2181,5
22672,1007,4
3548,488,4
12845,460,3
4558,11,1
33464,1192,5
6045,1076,3
38901,1429,5
24173,8666,4
45484,26,3
11117,3289,2
22699,1746,4
20974,71,4
6357,3993,3
9349,2701,2
8544,341,5
38018,265,5
817,1,4
42286,4988,1
28211,1908,2
7677,737,4
6211,5760,4
32992,212,4
28557,1625,1
38401,27,5
38368,9370,5
18005,558,3
36477,8670,3
16994,21,5
15534,97,4
7289,666,4
19527,66,4
36984,285,3
35853,3,5
12699,664,1
12567,2578,4
10284,1478,2
45107,7411,4
16403,156,4
25150,192,5
30281,1057,5
34828,110,5
20115,104,2
4133,760,5
47032,48,4
16031,411,4
15537,2581,1
3409,10,3
41189,1335,3
15621,60,3
52710,107,3
22604,915,5
38059,705,3
19127,4528,4
308,894,3
11632,658,3
18882,4901,4
37788,287,2
16946,896,3
49905,468,4
37048,1186,4
39390,795,4
45884,5796,4
49184,2440,2
29200,1040,4
31470,9599,5
12218,380,2
26472,4797,5
48825,162,3
3648,840,3
14727,2015,4
19932,2037,5
20799,2828,3
7232,49,5
45107,5229,4
17833,5,2
39054,22,5
24340,6105,3
17918,9967,3
46687,4,5
20823,5191,5
26729,126,2
22795,40,1
33581,1233,3
26471,4,5
43629,14,1
12594,170,3
22792,242,5
39169,68,4
31050,7102,4
3639,3138,3
26475,205,5
14253,48,4
5905,2150,4
13743,3835,4
39390,43,5
28054,20,4
45579,3571,5
27161,885,4
41923,961,4
38316,784,4
26277,3313,5
32244,5783,4
52757,8132,4
44078,387,5
51817,1905,5
46451,2905,4
5972,7552,5
4586,329,4
39235,684,5
27294,4836,3
13760,62,4
22305,270,4
25726,133,5
23202,1368,4
22404,1685,4
2063,46,4
39128,4503,4
6468,2361,4
2566,7678,3
37731,134,3
12155,76,3
13689,119,5
47497,3571,5
8317,207,4
34638,1282,4
13152,799,5
42730,2365,4
12729,2072,4
26668,319,4
5214,906,3
52867,164,5
21146,2651,4
29639,4311,3
6748,2125,5
17624,3393,2
52415,264,4
3278,13,5
7021,31,5
20413,3474,4
43312,162,4
26581,166,4
17359,1710,5
7136,2092,4
41921,531,4
30473,361,5
50161,1917,3
9935,9565,4
40322,841,5
24309,647,3
7305,87,4
7921,24,3
4926,1269,3
24145,672,3
48054,237,3
23980,211,3
51828,3177,5
21090,1368,4
42943,295,5
13517,141,4
14442,8142,1
28199,3213,3
29748,6960,4
6074,14,3
29728,67,4
38751,175,3
4885,3600,4
6029,396,4
12251,293,4
51297,109,5
24319,23,3
12365,1974,4
2458,5907,4
7950,5441,5
45004,3630,3
16929,397,4
35708,1065,4
26321,13,4
38378,154,5
38196,50,5
47810,5533,2
35560,2054,3
1447,118,3
40370,158,4
7731,2674,3
40086,409,3
10088,7387,4
3032,617,3
25416,439,3
34238,1161,4
2532,1300,4
2481,228,1
9947,212,5
43428,803,4
17650,678,4
28041,4102,4
31023,8,4
32111,295,4
47930,5294,4
20844,107,4
21591,2365,4
30960,1215,4
19140,1824,5
1296,383,4
23811,3468,5
38211,371,5
37674,38,5
10851,1173,4
50714,2808,5
5488,709,3
22122,7582,2
17459,69,4
42768,9279,4
39675,376,4
38204,351,5
28074,15,5
43526,1707,5
33042,935,4
25448,171,5
12952,1067,4
39445,1963,5
11823,4913,5
33513,3399,4
46751,2971,5
15698,3503,2
41183,1140,4
17397,3388,2
9377,2988,3
30389,4015,4
37137,3740,5
21793,5254,5
35232,1415,5
45121,717,5
31143,4779,4
15663,1857,3
12975,837,4
18333,165,5
47080,4316,4
41265,390,4
25770,7434,4
24152,49,2
36375,5156,4
33017,159,3
24066,1064,4
7782,623,3
27053,111,4
27728,9321,5
47,858,3
9276,2639,4
8234,739,5
13641,7532,4
33026,156,4
23348,2467,3
37641,7536,5
50811,1574,4
32083,4882,4
40003,24,5
30487,233,3
22447,16,4
33523,146,5
35808,3867,3
24627,189,4
33421,3346,5
44687,4175,5
16577,1076,4
17946,5642,2
7041,368,5
18543,3184,4
23017,173,4
41000,8458,5
30769,809,5
47675,2844,4
34338,240,3
17592,1806,2
40080,1036,4
29489,5163,3
19077,143,5
24411,102,5
35714,691,5
46008,2614,4
49151,1404,5
16727,5680,3
31104,110,4
28320,1621,4
15241,1377,5
23058,876,5
24113,596,4
24204,608,5
41268,6759,2
33485,1,5
35538,1302,4
27782,229,4
30208,3747,5
11330,1308,4
14334,5673,4
37070,1552,5
14653,56,2
30216,530,5
33539,407,4
14243,399,3
3174,1481,4
51269,284,5
543,33,5
41020,50,4
22411,91,4
33477,3821,1
18314,6669,3
40446,155,4
15313,793,5
877,2510,2
20791,1471,4
8089,1196,4
11972,2,5
18146,2570,2
39596,8417,5
3202,298,3
21627,1675,3
43379,146,5
26242,6167,4
38229,2755,5
7530,2673,4
3053,621,4
48245,1213,5
33704,206,3
33939,3304,4
2121,745,3
30630,1640,3
18101,7,4
8802,527,4
17052,136,4
42345,1174,3
33016,646,5
52457,424,5
36825,648,4
39125,7,3
6701,249,5
37770,8785,5
45686,1092,4
30770,563,5
14042,68,2
6957,726,3
47374,258,5
16223,62,5
16569,132,3
31052,634,4
19489,2198,4
8712,1706,3
35591,9345,3
38233,89,4
41747,2117,4
14951,52,3
35597,1000,4
21299,309,2
896,381,4
1168,117,3
27604,4171,3
36849,56,3
7949,610,4
7675,5447,3
16297,3080,5
30756,701,3
18193,45,5
25851,4,5
32833,39,5
4133,135,3
18487,3421,4
30114,1394,4
45580,3025,3
39548,33,4
38868,904,1
38399,2299,5
5793,590,5
45242,130,4
23306,774,5
26737,139,4
28121,1042,3
29177,216,5
28495,3218,4
37338,37,4
29201,167,5
24931,419,4
23979,2157,4
20871,2419,4
29843,485,3
21958,1381,5
52289,11,5
16109,626,1
45129,394,5
42574,33,2
49631,1147,4
44337,3626,4
40645,628,5
10821,6569,3
9136,432,4
29551,1928,2
25951,2133,3
35522,176,1
28580,5616,3
32268,2344,3
24363,2282,5
38170,4343,3
4635,915,5
615,283,5
46634,3391,5
17576,8545,5
32616,78,5
4965,410,3
11446,2866,5
26748,2633,4
26888,2219,3
10580,120,4
4427,237,4
46106,123,5
40333,7378,5
41392,129,5
41322,46,4
50096,2231,5
48150,1813,4
19906,552,5
23586,2703,4
16367,1053,4
33384,2927,3
45755,2723,3
51382,554,5
26053,1310,4
35399,49,1
2504,130,4
45725,943,5
7545,1434,4
696,2406,3
4558,23,3
13795,4078,5
46528,39,3
9195,20,4
19504,2284,2
40317,611,5
2875,3739,5
29247,3410,4
10697,56,5
35157,964,5
50725,1130,5
51735,2053,3
37552,611,4
33494,2918,5
45286,247,5
33016,3138,5
17267,661,4
21891,1390,3
2254,59,4
16915,1384,4
20157,1386,3
42377,2042,5
6303,1685,2
38650,4467,5
4758,6548,4
1327,925,3
36155,5921,5
5979,5192,4
24774,1169,3
15862,5756,5
52826,450,5
4688,3129,4
28531,5795,1
37562,434,5
14280,5062,5
43142,264,3
31918,1117,5
34996,55,4
6464,57,3
16703,310,5
11354,4275,4
39920,1186,4
3490,60,4
20527,139,2
25943,3427,4
22063,431,3
8365,2452,5
33403,541,5
52052,28,3
29757,2189,3
36316,2579,3
13276,2584,5
17546,9297,4
46476,369,4
8345,7886,3
28679,2029,5
17931,295,5
38615,254,4
44766,6645,3
18234,3323,4
53279,4695,3
39790,784,5
2295,571,5
45496,250,5
2805,3254,4
26244,36,4
38940,3234,3
32272,1439,4
7571,31,5
31214,3166,3
17128,9,5
7095,11,4
42025,63,4
21094,1947,3
22130,988,5
49959,1436,4
37712,1441,5
12014,364,4
44946,2734,3
21074,230,5
17365,2311,5
22005,3104,3
29962,355,2
11485,4816,4
31673,354,3
28329,214,4
23172,3911,4
22330,378,5
5196,73,3
13096,155,5
6598,2,3
21523,8452,5
22488,960,4
4822,930,3
39554,369,3
15860,2230,4
48677,2830,5
