user_id,rating,title
17958,3,The Call of the Wild
23473,3,A Scanner Darkly
34575,4,"MaddAddam (MaddAddam, #3)"
9904,4,Of Mice and Men
13152,5,"Wizard and Glass (The Dark Tower, #4)"
2566,4,All the Light We Cannot See
3808,5,A Room of One's Own
15112,3,"Crescendo (Hush, Hush, #2)"
6342,4,Invisible Man
4077,5,Sharp Objects
28786,5,Water for Elephants
52499,5,"Queen of Shadows (Throne of Glass, #4)"
2006,4,Middlesex
14060,5,"The Forbidden Game (The Forbidden Game, #1-3)"
17316,4,The Historian
24655,4,The Adventures of Huckleberry Finn
18223,5,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)"
31441,5,"Undeniable (Undeniable, #1)"
39580,5,"The Lightning Thief (Percy Jackson and the Olympians, #1)"
20535,3,The Lucky One
35933,4,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1)
15801,3,Under the Banner of Heaven: A Story of Violent Faith
8513,5,"Until Trevor (Until, #2)"
7546,2,"Inferno (Robert Langdon, #4)"
2469,2,Dune Messiah (Dune Chronicles #2)
14194,4,"Firefly Lane (Firefly Lane, #1)"
9888,3,Don Quixote
15163,3,Remember Me?
2289,3,"Book of the Dead (Kay Scarpetta, #15)"
24956,5,"Bone: Quest for the Spark, Vol. 1"
7744,4,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
3657,4,A Virtuous Woman
18970,3,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)"
37665,2,"City of Heavenly Fire (The Mortal Instruments, #6)"
4234,4,In Cold Blood
1776,5,The Art of Racing in the Rain
31762,3,"The Sword Thief (The 39 Clues, #3)"
36530,5,"The Final Empire (Mistborn, #1)"
43631,5,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)"
10749,4,The Paris Wife
9996,2,The Gargoyle
11850,4,Breakfast at Tiffany's
22116,3,"The Da Vinci Code (Robert Langdon, #2)"
24818,5,"Eat, Pray, Love"
26717,5,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
4366,5,Another Roadside Attraction
13622,4,The Secret Life of Bees
18056,5,"Oh, The Places You'll Go!"
8729,4,"Catching Fire (The Hunger Games, #2)"
7594,5,"Anne of Green Gables (Anne of Green Gables, #1)"
53127,5,"The Maze Runner (Maze Runner, #1)"
34172,5,Perfume: The Story of a Murderer
26326,4,Carolina Moon
4677,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
39486,4,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)"
14508,4,"City of Fallen Angels (The Mortal Instruments, #4)"
221,4,Between the World and Me
19656,3,"Dance Upon the Air (Three Sisters Island, #1)"
23452,5,"Y: The Last Man, Vol. 1: Unmanned"
2633,5,Macbeth
35725,5,"Still Life (Chief Inspector Armand Gamache, #1)"
33286,4,"Storm Front (The Dresden Files, #1)"
36258,5,"The Redemption of Callie & Kayden (The Coincidence, #2)"
50064,4,Cat's Cradle
4403,3,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)"
9943,5,Then We Came to the End
18822,5,"The Proposition (The Proposition, #1)"
52021,3,Is Everyone Hanging Out Without Me? (And Other Concerns)
9020,4,Survival in Auschwitz
35262,4,"Bury Your Dead (Chief Inspector Armand Gamache, #6)"
31794,2,"No Humans Involved (Women of the Otherworld, #7)"
50014,1,"Sense & Sensibility (The Austen Project, #1)"
23647,3,The Psychopath Test: A Journey Through the Madness Industry
43933,5,How to Win Friends and Influence People
23243,4,"Oedipus Rex  (The Theban Plays, #1)"
15363,4,"Sword Song (The Saxon Stories, #4)"
47499,4,Ellen Foster
24111,5,The Guernsey Literary and Potato Peel Pie Society
52122,5,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)"
6797,5,"The Last Battle (Chronicles of Narnia, #7)"
17854,5,The Fault in Our Stars
37483,4,Siddhartha
38594,5,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)"
4369,3,Sharp Objects
23365,5,The Goldfinch
46786,4,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2)
11679,4,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss"
32367,5,White Oleander
15930,3,"Paranormalcy (Paranormalcy, #1)"
14553,3,The Last Letter from Your Lover
51381,5,Little Bee
43140,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
6754,5,The Catcher in the Rye
34759,4,The Swiss Family Robinson  
29531,3,"The Fiery Cross (Outlander, #5)"
5232,4,"Kane and Abel (Kane and Abel, #1)"
36768,3,Lightning
41456,4,Nine Princes in Amber (The Chronicles of Amber #1)
24432,4,Sphere
22776,3,"Envy (Luxe, #3)"
11115,5,"A Game of Thrones (A Song of Ice and Fire, #1)"
3890,3,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
40314,5,"The Heart of Betrayal (The Remnant Chronicles, #2)"
16123,3,A Rose for Emily and Other Stories
51763,5,Macbeth
28189,3,Battle Hymn of the Tiger Mother
46296,5,A Tree Grows in Brooklyn
39635,4,"Just One Day (Just One Day, #1)"
22972,3,One Flew Over the Cuckoo's Nest
25410,4,Steppenwolf
1705,4,"Bridget Jones's Diary (Bridget Jones, #1)"
49780,5,"Breaking Dawn (Twilight, #4)"
1591,4,"Kushiel's Mercy (Imriel's Trilogy, #3)"
45885,5,The Fountainhead
41640,3,"Pawn of Prophecy (The Belgariad, #1)"
5409,4,"Blood Meridian, or the Evening Redness in the West"
50456,4,"Plainsong (Plainsong, #1)"
20267,5,In Cold Blood
10929,4,Dracula
16903,3,"Fang (Maximum Ride, #6)"
44105,5,"Millennium Snow, Vol. 1"
5891,4,"Notorious Nineteen (Stephanie Plum, #19)"
25310,5,Stuart Little
24229,5,"A Clash of Kings  (A Song of Ice and Fire, #2)"
30359,4,"A Wild Sheep Chase (The Rat, #3)"
37001,3,Frankenstein
52469,5,"The Bourbon Kings (The Bourbon Kings, #1)"
42740,5,"Consequences (Consequences, #1)"
11912,3,"Mockingjay (The Hunger Games, #3)"
49869,4,"The Ruins of Gorlan (Ranger's Apprentice, #1)"
52795,4,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
36147,3,"If I Die (Soul Screamers, #5)"
44318,5,Me Talk Pretty One Day
26578,3,"Fifty Shades Freed (Fifty Shades, #3)"
3977,5,A Thousand Splendid Suns
49859,4,The Thorn Birds
45342,4,Station Eleven
3129,4,The Green Mile
22015,4,"Little House on the Prairie (Little House, #2)"
28446,5,Anathem
45750,3,"Winter's Heart (Wheel of Time, #9)"
23313,3,"The Luxe (Luxe, #1)"
16836,5,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)"
31022,4,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
12997,4,"Life As We Knew It (Last Survivors, #1)"
7545,4,The Tipping Point: How Little Things Can Make a Big Difference
13291,5,"Outlander (Outlander, #1)"
10481,4,"Q is for Quarry (Kinsey Millhone, #17)"
16804,3,Horns
2192,4,Sophie's World
38565,2,"Allegiant (Divergent, #3)"
50757,4,Book of a Thousand Days
39513,3,"Insurgent (Divergent, #2)"
39850,5,"Glass Sword (Red Queen, #2)"
16283,4,Animal Farm
17939,5,"Something Borrowed (Darcy & Rachel, #1)"
22476,3,"Divergent (Divergent, #1)"
37316,4,"Storm Front (The Dresden Files, #1)"
25819,1,The Sun Also Rises
22096,5,Before I Fall
43365,5,"Wallbanger (Cocktail, #1)"
20924,5,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures"
9242,3,The Sociopath Next Door
46754,5,The Sun Also Rises
29559,4,"The Silence of the Lambs  (Hannibal Lecter, #2)"
49896,4,My Story
8835,3,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)"
21562,3,A Child's Garden of Verses
28018,4,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
38165,3,Birdsong
36202,4,"Eon: Dragoneye Reborn (Eon, #1)"
45982,4,A New Earth: Awakening to Your Life's Purpose
42503,5,The Girl with All the Gifts
27346,3,"The Novice (Black Magician Trilogy, #2)"
39823,5,Sophie's Choice
13151,3,The Time Traveler's Wife
24464,3,Frog Music
29166,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
24064,4,"The Enemy (Jack Reacher, #8)"
5007,3,Wild: From Lost to Found on the Pacific Crest Trail
40468,4,"Moby-Dick or, The Whale"
34360,3,Major Pettigrew's Last Stand
6981,5,Still Alice
34324,4,"Watership Down (Watership Down, #1)"
7400,4,"Bloodhound (Beka Cooper, #2)"
24179,5,Behind Closed Doors
39538,4,The Handmaid's Tale
43774,5,Marley and Me: Life and Love With the World's Worst Dog
46708,3,Defending Jacob
15846,5,"Midnight Rising (Midnight Breed, #4)"
15251,4,The Secret of the Nagas (Shiva Trilogy #2)
6533,5,"Along Came a Spider (Alex Cross, #1)"
12713,4,The Sea Wolf
4846,4,Midnight in the Garden of Good and Evil
918,4,Under the Banner of Heaven: A Story of Violent Faith
29167,4,"Outlander (Outlander, #1)"
21436,4,The Little House
10916,4,"Cry, the Beloved Country"
42866,3,Lord of the Flies
25807,5,The Taming of the Shrew
50196,4,"The 100 (The 100, #1)"
45774,5,"Kiss of the Night (Dark-Hunter, #4)"
34609,3,The Color Purple
30543,3,The Accidental Tourist
3699,5,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
19228,3,Bad Moon Rising (Dark-Hunter #18; Were-Hunter #4; Hellchaser #2)
26380,5,"Thief (Love Me with Lies, #3)"
50431,1,Desperation
16701,4,Brave New World
5852,4,The Te of Piglet
45493,5,Where the Sidewalk Ends
42083,4,"The Lost Hero (The Heroes of Olympus, #1)"
30070,5,"The Queen of the Damned (The Vampire Chronicles, #3)"
17792,1,The Adventures of Huckleberry Finn
22059,5,"Undead and Unwed (Undead, #1)"
14227,5,Under the Dome
18895,2,The Little House
8738,4,"These Happy Golden Years (Little House, #8)"
44319,4,"The Heroes (First Law World, #5)"
3098,5,To Kill a Mockingbird
21560,5,The Dark Tower: The Gunslinger Born
50095,4,"The Lost Colony (Artemis Fowl, #5)"
49566,4,The Darkest Surrender  (Lords of the Underworld #8)
4141,5,"Holes (Holes, #1)"
11022,2,Charlotte's Web
49172,5,"Outlander (Outlander, #1)"
52279,5,"Catching Fire (The Hunger Games, #2)"
43128,5,"The Horse and His Boy (Chronicles of Narnia, #5)"
7293,5,Pride and Prejudice
18886,5,"Silken Prey (Lucas Davenport, #23)"
7045,4,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter
41163,2,"Twilight (Twilight, #1)"
17539,5,Divine Secrets of the Ya-Ya Sisterhood
42841,3,"The Dark Tower (The Dark Tower, #7)"
3728,5,"The Giver (The Giver, #1)"
1533,4,Snow Crash
51949,5,"First Term at Malory Towers (Malory Towers, #1)"
34682,5,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change
35314,3,The Power of Habit: Why We Do What We Do in Life and Business
48584,4,"Entwined with You (Crossfire, #3)"
448,4,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)"
48513,4,As I Lay Dying
26901,5,The Immortal Life of Henrietta Lacks
53095,4,"Beautiful Stranger (Beautiful Bastard, #2)"
8682,4,The Cherry Orchard
53295,4,The Complete Novels
39619,5,"Rock Bottom (Tristan & Danika, #2)"
2914,3,"Born in Fire (Born In Trilogy, #1)"
7544,4,The Time in Between
19542,5,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
4974,4,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)"
9651,4,"American Gods (American Gods, #1)"
41524,5,Nick & Norah's Infinite Playlist
21451,1,Feed
7336,4,Merle's Door: Lessons from a Freethinking Dog
14379,4,"The Notebook (The Notebook, #1)"
5667,3,Dracula
28070,3,"Betsy-Tacy (Betsy-Tacy, #1)"
6657,5,"A Feast for Crows (A Song of Ice and Fire, #4)"
52994,3,The Great Gatsby
51574,5,"Conspiracy in Death (In Death, #8)"
14964,4,"Confessions of a Shopaholic (Shopaholic, #1)"
46066,5,"The Girl with the Dragon Tattoo (Millennium, #1)"
5913,3,The Death of Ivan Ilych
11949,4,Pride and Prejudice
33123,5,"Magician: Apprentice (The Riftwar Saga, #1)"
44303,5,"Immortal in Death (In Death, #3)"
46587,4,The Neverending Story
22147,2,The Yellow Wallpaper and Other Stories
46327,1,"Wicked Lovely (Wicked Lovely, #1)"
43923,4,Time for Bed
23836,4,The Lost Wife
23741,3,What the Dog Saw and Other Adventures
15473,4,The Language of Flowers
42877,3,"Beauty's Release (Sleeping Beauty, #3)"
13701,4,The Time Traveler's Wife
36891,3,One Plus One
6972,3,Hotel du Lac
37774,5,"Watership Down (Watership Down, #1)"
14217,4,Beowulf
16595,4,"Angels' Blood (Guild Hunter, #1)"
24754,4,When She Woke
334,4,Commonwealth
12922,4,The Nightingale
44406,4,"The Firm (Penguin Readers, Level 5)"
25689,5,"11th Hour (Women's Murder Club, #11)"
46225,5,"Written in My Own Heart's Blood (Outlander, #8)"
3126,4,"Swallows and Amazons (Swallows and Amazons, #1)"
4249,4,Pride and Prejudice
2265,4,The Weird Sisters
37084,5,The Godfather
24812,5,The Adventures of Tom Sawyer
53230,4,An Abundance of Katherines
33149,5,"Saga, Vol. 2 (Saga, #2)"
16937,5,"The Sea of Trolls (Sea of Trolls, #1)"
3040,4,The Prime of Miss Jean Brodie
47265,5,"Locke & Key, Vol. 1: Welcome to Lovecraft"
24630,4,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)"
46604,3,"Mockingjay (The Hunger Games, #3)"
21899,3,The Ground Beneath Her Feet
6108,4,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)"
31565,4,"Hot Six (Stephanie Plum, #6)"
37008,4,"Lady of Avalon (Avalon, #3)"
18032,4,"Red Lily (In the Garden, #3)"
29497,3,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)"
10761,2,Divine Secrets of the Ya-Ya Sisterhood
46663,5,"The Mark of Athena (The Heroes of Olympus, #3)"
42509,3,"In Flight (Up in the Air, #1)"
4082,5,The Pact
28151,4,"The Power (The Secret, #2)"
31903,2,The Turn of the Screw
46401,4,Charlotte's Web
23901,4,The Curious Incident of the Dog in the Night-Time
44476,4,A Wolf at the Table
42119,5,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)"
14113,5,"The Little Sisters of Eluria (The Dark Tower, #0.5)"
23077,5,A Connecticut Yankee in King Arthur's Court
23528,2,The Dead Zone
21785,5,Matilda
43156,4,"Confessor (Sword of Truth, #11)"
36873,5,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America"
23546,4,"Winter's Heart (Wheel of Time, #9)"
3002,5,"Right Ho, Jeeves (Jeeves, #6)"
48124,4,"Nemesis Games (The Expanse, #5)"
1100,4,"One Second After (After, #1)"
24169,3,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)"
39916,4,A Moveable Feast
53342,5,Walden
26624,5,The Goldfinch
26592,5,"Witches Abroad (Discworld, #12; Witches #3)"
31063,2,The Satanic Verses
49662,3,Of Mice and Men
5050,4,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)"
50895,3,A Passage to India
53371,5,"Me Before You (Me Before You, #1)"
19340,3,Number the Stars
43900,5,The Reader
244,3,"Life, the Universe and Everything (Hitchhiker's Guide, #3)"
22818,5,Sense and Sensibility
50944,5,"Lover Mine (Black Dagger Brotherhood, #8)"
5537,4,Snow Crash
42433,3,A Tree Grows in Brooklyn
53270,5,"The Elite (The Selection, #2)"
45916,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
4327,5,King Lear
47318,3,"Eat, Pray, Love"
32945,4,"If You Stay (Beautifully Broken, #1)"
16415,4,Memoirs of a Geisha
46781,4,The Girl with All the Gifts
15017,5,The Fixer Upper
48946,5,Heart of a Dog
12070,2,"The Ship Who Sang (Brainship, #1)"
27063,5,Charlotte's Web
9382,4,The Remains of the Day
53185,4,Seabiscuit: An American Legend
41105,5,"Brisingr (The Inheritance Cycle, #3)"
52289,4,Marley and Me: Life and Love With the World's Worst Dog
4529,3,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)"
36358,3,"Tales From the Hood (The Sisters Grimm, #6)"
31485,5,"Inheritance (The Inheritance Cycle, #4)"
26267,4,Beloved
21343,3,The Nightingale
47211,3,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
35183,5,The Wind in the Willows
7704,5,"Mockingjay (The Hunger Games, #3)"
4895,3,"Monsters of Men (Chaos Walking, #3)"
29393,4,Freedom
26875,4,"The Lightning Thief (Percy Jackson and the Olympians, #1)"
36764,2,Paper Towns
30070,5,"Vampire Kisses (Vampire Kisses, #1)"
25845,3,"Explosive Eighteen (Stephanie Plum, #18)"
38467,5,"Little Women (Little Women, #1)"
14893,5,The Street Lawyer
1577,3,"The Girl Who Played with Fire (Millennium, #2)"
13728,4,Jane Eyre
27609,5,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
46167,4,The Ocean at the End of the Lane
19059,4,"Love Unscripted (Love, #1)"
49960,5,"The League of Extraordinary Gentlemen, Vol. 2"
39234,5,"Eldest (The Inheritance Cycle, #2)"
21153,4,"The Bone Collector (Lincoln Rhyme, #1)"
34232,5,"Still Life With Crows (Pendergast, #4)"
1859,4,"The Sea of Monsters (Percy Jackson and the Olympians, #2)"
29570,4,"The Power of One (The Power of One, #1)"
9113,2,The Divine Comedy
51837,5,"Lick (Stage Dive, #1)"
44171,1,Saga #1
50451,3,"Burned (House of Night, #7)"
9920,4,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)"
7954,4,"The End (A Series of Unfortunate Events, #13)"
21669,5,The Lowland
7424,3,The Tenth Circle
31341,4,Catch-22
27328,4,"Night Watch (Discworld, #29; City Watch, #6)"
35344,5,The Courts of Chaos (The Chronicles of Amber #5)
33253,4,"A Discovery of Witches (All Souls Trilogy, #1)"
742,5,Where the Sidewalk Ends
35196,4,"The Invaders (Brotherband Chronicles, #2)"
29904,4,The Solitude of Prime Numbers
10992,2,The Prophet
4657,4,Good to Great: Why Some Companies Make the Leap... and Others Don't
3068,5,My Sister's Keeper
43759,5,Emma
42383,5,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)"
47580,5,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
35758,2,The Hobbit
51362,5,Watchmen
39615,5,"The Son of Neptune (The Heroes of Olympus, #2)"
24645,5,To Kill a Mockingbird
41241,3,"Hopeless (Hopeless, #1)"
38932,3,Where the Sidewalk Ends
2242,4,Story of the Eye
12698,4,"While It Lasts (Sea Breeze, #3)"
2324,3,The Dark Half
44187,4,Macbeth
25635,3,"Breath, Eyes, Memory"
15178,4,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)"
40615,4,The Inheritance of Loss
14906,3,Great Expectations
19167,4,Post Office
16984,4,"Tiger's Curse (The Tiger Saga, #1)"
20750,4,The Metamorphosis
21777,5,The Son
13328,3,The Voice of the Night
47769,5,"Boy Meets Girl (Boy, #2)"
35024,4,The Thirteenth Tale
36722,4,The Interestings
21297,4,The Christmas Wedding
42430,4,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)"
50508,5,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)"
7574,4,"Pop Goes the Weasel (Alex Cross, #5)"
23044,2,The Legend of Sleepy Hollow and Other Stories
19367,5,"Skin Game (The Dresden Files, #15)"
42089,3,A Man Without a Country
11260,5,One Hundred Years of Solitude
52577,4,"Pretties (Uglies, #2)"
43832,5,"Red Dragon (Hannibal Lecter, #1)"
7798,4,Me Talk Pretty One Day
30769,4,Round Ireland with a Fridge
15402,4,Danse Macabre
1946,4,"The Girl with the Dragon Tattoo (Millennium, #1)"
23924,3,"Magyk (Septimus Heap, #1)"
3447,2,The Bad Place
2851,5,The Stand
11835,3,The Satanic Verses
31087,5,"An Echo in the Darkness (Mark of the Lion, #2)"
36999,5,"Grave Peril (The Dresden Files, #3)"
5322,4,Sycamore Row
46067,4,"A Game of Thrones (A Song of Ice and Fire, #1)"
19947,4,"The Queen of the Damned (The Vampire Chronicles, #3)"
38115,3,"Micah (Anita Blake, Vampire Hunter, #13)"
15082,1,The Mummy (Ramses the Damned #1)
20242,3,The Plot Against America
35839,4,The Appeal
856,3,"Tower Lord (Raven's Shadow, #2)"
30565,5,Don't Let the Pigeon Stay Up Late!
29200,4,Quiet: The Power of Introverts in a World That Can't Stop Talking
17924,3,"The Book of Three (The Chronicles of Prydain, #1)"
38119,3,Rosencrantz and Guildenstern Are Dead
8884,3,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)"
8207,4,The Casual Vacancy
22101,4,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)"
34173,3,"Wolf Hall (Thomas Cromwell, #1)"
40490,4,Number the Stars
44924,3,To Kill a Mockingbird
1074,4,"Charlie and the Chocolate Factory (Charlie Bucket, #1)"
19784,4,Around the World in Eighty Days
2288,5,A Tree Grows in Brooklyn
39748,4,Quiet: The Power of Introverts in a World That Can't Stop Talking
24327,5,And the Mountains Echoed
4942,4,The Sun Also Rises
47761,4,"Dean Koontz's Frankenstein, Volume 1: Prodigal Son"
8118,4,And the Mountains Echoed
26792,5,The Secret Life of Bees
47209,4,The Godfather
50932,5,The Improbable Adventures of Sherlock Holmes
41493,5,"Beautiful Chaos (Caster Chronicles, #3)"
48351,4,"Tripwire  (Jack Reacher, #3)"
17653,5,"The Darkest Hour (Warriors, #6)"
9805,4,Native Son
31699,5,"Across the Universe (Across the Universe, #1)"
47254,2,The Strange Case of Dr. Jekyll and Mr. Hyde
49223,3,Go Set a Watchman
13802,3,"Leviathan (Leviathan, #1)"
13371,3,Water for Elephants
1800,3,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)"
33825,3,The Satanic Verses
22936,5,The Book Thief
2154,3,"Lord of Chaos (Wheel of Time, #6)"
15462,3,The Snows of Kilimanjaro and Other Stories
19792,4,"Prince of Fire (Gabriel Allon, #5)"
21176,4,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
8109,3,"If I Stay (If I Stay, #1)"
34143,2,"Grip of the Shadow Plague (Fablehaven, #3)"
20151,5,"The Warrior Heir (The Heir Chronicles, #1)"
19976,1,The Secret Life of Bees
1606,1,"City of Fallen Angels (The Mortal Instruments, #4)"
7434,3,The Memory Keeper's Daughter
20213,5,The Old Man and the Sea
22121,4,Joyland
15133,5,"A Clash of Kings  (A Song of Ice and Fire, #2)"
41517,5,"Bloodsucking Fiends (A Love Story, #1)"
39433,3,"Chasing Vermeer (Chasing Vermeer, #1)"
18610,5,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice (Thirst, #1)"
40046,5,"Lord Loss (The Demonata, #1)"
26103,5,Judge & Jury
32710,3,The Shining (The Shining #1)
9315,3,"The Twelve (The Passage, #2)"
1192,3,The Invention of Wings
12404,2,Invisible Man
8706,5,The Memory Keeper's Daughter
39603,3,"D.Gray-man, Volume 01"
28783,3,Cosmos
31179,2,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
2166,4,The Godfather
38954,5,Guess How Much I Love You
38595,5,"The Son of Neptune (The Heroes of Olympus, #2)"
33798,5,Stardust
42925,5,"Oryx and Crake (MaddAddam, #1)"
